dataset,model,seed,n_train,n_test,series_length,n_classes,fit_time,predict_time,total_time,peak_memory_mb,accuracy,f1_macro,f1_weighted,status,error_msg
OSULeaf,hydra,42,200,242,427,6,1.6546204159967601,0.0,1.6555710419779643,439.4352640000002,0.987603305785124,0.9849250850261972,0.9875115754896651,ok,
OSULeaf,mrsqm,42,200,242,427,6,6.60270920797484,0.0,6.603145500004757,45.90796799999998,0.9958677685950413,0.9966669966669967,0.9958636776818595,ok,
PhalangesOutlinesCorrect,hydra,42,1800,858,80,2,2.7097228330094367,0.0,2.7105831660155673,398.0165119999997,0.8088578088578089,0.7881927928470362,0.8031517969742372,ok,
PhalangesOutlinesCorrect,mrsqm,42,1800,858,80,2,6.243778834003024,0.0,6.244058875017799,227.803136,0.8100233100233101,0.795176646851288,0.8076452730650209,ok,
Phoneme,hydra,42,214,1896,1024,39,20.365925791003974,0.0,20.367013457987923,5048.139776,0.32436708860759494,0.15720241070867388,0.2846838685784741,ok,
Phoneme,mrsqm,42,214,1896,1024,39,72.3536861250177,0.0,72.35415475000627,-6250.8564480000005,0.36603375527426163,0.1724271238088027,0.3167757585759295,ok,
PickupGestureWiimoteZ,hydra,42,50,50,361,10,0.3838223330094479,0.0,0.38500679199933074,7.667711999999938,0.84,0.8344483294483295,0.8344483294483296,ok,
PickupGestureWiimoteZ,mrsqm,42,50,50,361,10,1.5487352919881232,0.0,1.5491017079912126,32.66969599999993,0.78,0.7758297258297258,0.7758297258297258,ok,
PigAirwayPressure,hydra,42,104,208,2000,52,5.5346462079905905,0.0,5.53603720801766,1641.2835839999998,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,
PigAirwayPressure,mrsqm,42,104,208,2000,52,23.826778665999882,0.0,23.82725866700639,-721.649664,0.9615384615384616,0.9605921855921857,0.9605921855921857,ok,
PigArtPressure,hydra,42,104,208,2000,52,5.237781500007259,0.0,5.239062541979365,640.0081920000002,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,
PigArtPressure,mrsqm,42,104,208,2000,52,24.191939582990017,0.0,24.1924754169886,-1712.6522879999998,0.9855769230769231,0.9857753357753357,0.9857753357753357,ok,
PigCVP,hydra,42,104,208,2000,52,5.506259417015826,0.0,5.507674332999159,1844.330496,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,
PigCVP,mrsqm,42,104,208,2000,52,23.92162616699352,0.0,23.922141250019195,176.2263039999998,0.9471153846153846,0.9498778998778997,0.9498778998778997,ok,
PLAID,hydra,42,537,537,1345,11,15.641972250014078,0.0,15.6433007500018,1922.1872640000001,0.8621973929236499,0.8106159988314677,0.8569270708459763,ok,
PLAID,mrsqm,42,537,537,1345,11,55.60375500001828,0.0,55.604517667001346,-3592.51968,0.851024208566108,0.7898288397253439,0.8431904410274609,ok,
Plane,hydra,42,105,105,144,7,0.307368875015527,0.0,0.30854649998946115,41.87750399999959,1.0,1.0,1.0,ok,
Plane,mrsqm,42,105,105,144,7,1.2401609999942593,0.0,1.240449125005398,18.644992000000002,1.0,1.0,1.0,ok,
PowerCons,hydra,42,180,180,144,2,0.5124778340104967,0.0,0.5135155830066651,70.7297279999998,0.9722222222222222,0.97222136485694,0.97222136485694,ok,
PowerCons,mrsqm,42,180,180,144,2,2.0011342499929015,0.0,2.001556167000672,47.67744000000039,0.95,0.9499984567424921,0.9499984567424921,ok,
ProximalPhalanxOutlineCorrect,hydra,42,600,291,80,2,0.8132842920022085,0.0,0.8143467089976184,112.39424000000008,0.9072164948453608,0.8840825600094422,0.9031235679128522,ok,
ProximalPhalanxOutlineCorrect,mrsqm,42,600,291,80,2,2.204540166974766,0.0,2.2048499579832423,130.056192,0.9175257731958762,0.9002855511136494,0.9155310367566104,ok,
ProximalPhalanxOutlineAgeGroup,hydra,42,400,205,80,3,0.5170287910150364,0.0,0.5180748749990016,3.4242560000002413,0.8634146341463415,0.7894494737329601,0.865436708542904,ok,
ProximalPhalanxOutlineAgeGroup,mrsqm,42,400,205,80,3,1.6973653750028461,0.0,1.6975686659861822,9.961471999999958,0.8341463414634146,0.7380617340700645,0.836157243248277,ok,
ProximalPhalanxTW,hydra,42,400,205,80,6,0.5035865000099875,0.0,0.5045229580136947,0.18022400000018024,0.8,0.4992828531621634,0.7705464958366556,ok,
ProximalPhalanxTW,mrsqm,42,400,205,80,6,1.6270695000130218,0.0,1.6273606249887962,8.617983999999979,0.8,0.5003211755077427,0.7760320979833175,ok,
RefrigerationDevices,hydra,42,375,375,720,3,5.28478124999674,0.0,5.285798249999061,781.4676480000003,0.49333333333333335,0.48934894589377653,0.48934894589377653,ok,
RefrigerationDevices,mrsqm,42,375,375,720,3,19.605218916985905,0.0,19.605690458003664,48.33279999999968,0.6293333333333333,0.6308782508819427,0.6308782508819427,ok,
Rock,hydra,42,20,50,2844,4,2.1897134169994388,0.0,2.191235125006642,1.9660800000001473,0.92,0.9193970503181029,0.9202955465587044,ok,
Rock,mrsqm,42,20,50,2844,4,8.421427875000518,0.0,8.42200383299496,100.3847679999999,0.92,0.9193970503181029,0.9202955465587044,ok,
ScreenType,hydra,42,375,375,720,3,5.09586487498018,0.0,5.096966709010303,0.3768320000008316,0.5013333333333333,0.5005748712199294,0.5005748712199294,ok,
ScreenType,mrsqm,42,375,375,720,3,19.07234137499472,0.0,19.07285216700984,30.29401599999983,0.5813333333333334,0.5815196838091069,0.5815196838091069,ok,
SemgHandGenderCh2,hydra,42,300,600,1500,2,14.236289916996611,0.0,14.237661374994786,3264.528384,0.8283333333333334,0.8170509681793019,0.8306806710499438,ok,
SemgHandGenderCh2,mrsqm,42,300,600,1500,2,52.255405541014625,0.0,52.255919416988036,-4253.908992,0.855,0.8431372549019608,0.856078431372549,ok,
SemgHandMovementCh2,hydra,42,450,450,1500,6,13.16334425000241,0.0,13.164649749989621,2420.391936,0.4666666666666667,0.46733168104109096,0.467331681041091,ok,
SemgHandMovementCh2,mrsqm,42,450,450,1500,6,54.259600749996025,0.0,54.26024083298398,-1586.2497279999998,0.5822222222222222,0.5787904972240053,0.5787904972240053,ok,
SemgHandSubjectCh2,hydra,42,450,450,1500,5,13.144932333001634,0.0,13.146263083006488,1686.8474880000003,0.7666666666666667,0.7656315471160837,0.7656315471160837,ok,
SemgHandSubjectCh2,mrsqm,42,450,450,1500,5,53.980329625017475,0.0,53.98093558297842,-1717.6985600000003,0.8311111111111111,0.8306119809805225,0.8306119809805225,ok,
ShakeGestureWiimoteZ,hydra,42,50,50,385,10,0.40067354100756347,0.0,0.4016304160177242,19.873791999999867,0.92,0.9206099456099455,0.9206099456099457,ok,
ShakeGestureWiimoteZ,mrsqm,42,50,50,385,10,1.6707377919810824,0.0,1.6711711250245571,26.50931199999968,0.92,0.9164141414141413,0.9164141414141415,ok,
ShapeletSim,hydra,42,20,180,500,2,0.9618403339991346,0.0,0.9628197500132956,253.3785599999992,0.9833333333333333,0.9833287024173382,0.983328702417338,ok,
ShapeletSim,mrsqm,42,20,180,500,2,3.417684666987043,0.0,3.418180958018638,30.834687999999915,1.0,1.0,1.0,ok,
ShapesAll,hydra,42,600,600,512,60,5.612189834006131,0.0,5.613216375000775,758.3662080000004,0.925,0.9236635952514602,0.9236635952514606,ok,
ShapesAll,mrsqm,42,600,600,512,60,21.62351225002203,0.0,21.624016166984802,310.8536320000003,0.9466666666666667,0.9460511018224034,0.9460511018224037,ok,
SmallKitchenAppliances,hydra,42,375,375,720,3,5.141965250018984,0.0,5.142963749996852,32.65331200000037,0.8106666666666666,0.8096050469591326,0.8096050469591325,ok,
SmallKitchenAppliances,mrsqm,42,375,375,720,3,19.20651791698765,0.0,19.207045624993043,-1503.9856639999998,0.84,0.8391794871794872,0.8391794871794871,ok,
SmoothSubspace,hydra,42,150,150,15,3,0.041513208008836955,0.0,0.042667999980039895,0.18022400000018024,0.96,0.9599966663332999,0.9599966663332999,ok,
SmoothSubspace,mrsqm,42,150,150,15,3,0.16380866698455065,0.0,0.1638716250017751,2.5395199999998113,0.8466666666666667,0.8481159362136822,0.8481159362136822,ok,
SonyAIBORobotSurface1,hydra,42,20,601,70,2,0.50141516700387,0.0,0.5023534999927506,85.62278400000014,0.9201331114808652,0.9198292536517041,0.9205273054213986,ok,
SonyAIBORobotSurface1,mrsqm,42,20,601,70,2,1.2343100830039475,0.0,1.2345243330055382,10.502144000000044,0.8202995008319468,0.8201556057986434,0.8194361306321268,ok,
SonyAIBORobotSurface2,hydra,42,27,953,65,2,0.7091737080190796,0.0,0.7100339159951545,31.621120000000246,0.9401888772298006,0.9374332677961181,0.9405057723146741,ok,
SonyAIBORobotSurface2,mrsqm,42,27,953,65,2,1.6488370410224888,0.0,1.649111124977935,123.81388799999968,0.9317943336831059,0.9282433551690384,0.9319785825682698,ok,
StarLightCurves,hydra,42,1000,8236,1024,3,409.91066062499885,0.0,409.91176641601487,5435.392000000001,0.9814230208839242,0.9717983127820814,0.9810253781079795,ok,
StarLightCurves,mrsqm,42,1000,8236,1024,3,333.81051170799765,0.0,333.81169070801116,-2672.7383039999995,0.9815444390480816,0.9725067497161656,0.9813410931600886,ok,
Strawberry,hydra,42,613,370,235,2,3.418239332997473,0.0,3.424658875010209,-138.87078399999973,0.9756756756756757,0.9737172353372955,0.9757726281676746,ok,
Strawberry,mrsqm,42,613,370,235,2,8.41842616701615,0.0,8.418804709013784,133.25107200000002,0.972972972972973,0.9707500632431065,0.9730601459035558,ok,
SwedishLeaf,hydra,42,500,625,128,15,1.4668971660139505,0.0,1.4678184169752058,2.949120000000221,0.976,0.9761072240505483,0.9758371471811459,ok,
SwedishLeaf,mrsqm,42,500,625,128,15,5.144719834002899,0.0,5.145013625005959,-2035.5809279999994,0.9552,0.9555848884614798,0.9547375757900032,ok,
Symbols,hydra,42,25,995,398,6,4.6030733329826035,0.0,4.604199250024976,1276.9361920000001,0.978894472361809,0.9792164935978702,0.9789965909862184,ok,
Symbols,mrsqm,42,25,995,398,6,12.629270124976756,0.0,12.629659166996134,306.921472,0.978894472361809,0.9791479295653523,0.9789195914195702,ok,
SyntheticControl,hydra,42,300,300,60,6,0.43848229199647903,0.0,0.43937208302668296,15.106047999999646,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,
SyntheticControl,mrsqm,42,300,300,60,6,1.4609623749856837,0.0,1.461206834006589,19.185664000000543,0.9733333333333334,0.9733253301320529,0.9733253301320527,ok,
ToeSegmentation1,hydra,42,40,228,277,2,0.7139913330029231,0.0,0.7149677500128746,11.304960000000392,0.956140350877193,0.9561369757599076,0.9561572264636197,ok,
ToeSegmentation1,mrsqm,42,40,228,277,2,2.5002875829814,0.0,2.500684625003487,27.197439999999915,0.9736842105263158,0.973633490093285,0.973694354612922,ok,
ToeSegmentation2,hydra,42,36,130,343,2,0.5527811250067316,0.0,0.5538123330043163,34.242559999999685,0.8923076923076924,0.8317307692307692,0.8954142011834318,ok,
ToeSegmentation2,mrsqm,42,36,130,343,2,2.113477042003069,0.0,2.1138446670083795,26.345471999999972,0.9384615384615385,0.9089635854341737,0.9416505063563887,ok,
Trace,hydra,42,100,100,275,4,0.5270820829900913,0.0,0.5280427499965299,0.0,1.0,1.0,1.0,ok,
Trace,mrsqm,42,100,100,275,4,2.078459041978931,0.0,2.078842499991879,23.560191999999915,1.0,1.0,1.0,ok,
TwoLeadECG,hydra,42,23,1139,82,2,1.1535752500058152,0.0,1.1544487919891253,81.33017600000039,0.9991220368744512,0.9991220368744512,0.9991220368744512,ok,
TwoLeadECG,mrsqm,42,23,1139,82,2,2.3707702920073643,0.0,2.3710255839978345,21.217279999999846,0.9956101843722563,0.9956101708371972,0.9956101640696676,ok,
TwoPatterns,hydra,42,1000,4000,128,4,7.927348290977534,0.0,7.92823329201201,2214.2156799999993,0.986,0.9860323304610914,0.9859893530687305,ok,
TwoPatterns,mrsqm,42,1000,4000,128,4,18.462814415979665,0.0,18.46314720797818,-1076.4451840000002,0.9975,0.9975085803054409,0.9975002458900284,ok,
UMD,hydra,42,36,144,150,3,0.27892241699737497,0.0,0.28004199999850243,0.6389759999992748,0.9861111111111112,0.9861103575088924,0.9861103575088924,ok,
UMD,mrsqm,42,36,144,150,3,1.0774109999765642,0.0,1.0777430000016466,15.679487999999765,0.9652777777777778,0.9654968242819706,0.9654968242819706,ok,
UWaveGestureLibraryAll,hydra,42,896,3582,945,8,38.88470125000458,0.0,38.88585620801314,4698.406912,0.9734785036292574,0.9732585758858217,0.9734231117187656,ok,
UWaveGestureLibraryAll,mrsqm,42,896,3582,945,8,139.10761262499727,0.0,139.10844224999892,-9134.112768,0.948073701842546,0.9478839451601058,0.9480163371213575,ok,
UWaveGestureLibraryX,hydra,42,896,3582,315,8,13.378749291005079,0.0,13.380657208996126,4909.105152,0.8573422668900056,0.8532324964409437,0.8547051253881247,ok,
UWaveGestureLibraryX,mrsqm,42,896,3582,315,8,40.423377875005826,0.0,40.423832417000085,-1958.6416639999998,0.8422668900055835,0.8395180317741459,0.8410406497205063,ok,
UWaveGestureLibraryY,hydra,42,896,3582,315,8,13.087407542014262,0.0,13.08848408301128,2700.3289600000007,0.7984366275823562,0.7964024006082038,0.7963159187057636,ok,
UWaveGestureLibraryY,mrsqm,42,896,3582,315,8,40.81228466698667,0.0,40.81261108300532,-3527.7537280000006,0.7800111669458403,0.7773465621457838,0.776969090951593,ok,
UWaveGestureLibraryZ,hydra,42,896,3582,315,8,13.266060207999544,0.0,13.26715183298802,3700.391936000001,0.8009491903964265,0.7973432433282948,0.7963867906987073,ok,
UWaveGestureLibraryZ,mrsqm,42,896,3582,315,8,40.68377025000518,0.0,40.68428312501055,-3896.049664,0.7975991066443328,0.7952176039447962,0.7942175091043103,ok,
Wafer,hydra,42,1000,6164,152,2,11.685572457994567,0.0,11.686596167011885,3486.040064,1.0,1.0,1.0,ok,
Wafer,mrsqm,42,1000,6164,152,2,30.504944292013533,0.0,30.50523345801048,-1685.2582399999992,1.0,1.0,1.0,ok,
Wine,hydra,42,57,54,234,2,0.2541627500031609,0.0,0.2552927910001017,0.6225919999997132,0.8888888888888888,0.8888888888888888,0.8888888888888888,ok,
Wine,mrsqm,42,57,54,234,2,1.0745028749806806,0.0,1.074715541995829,9.486335999999937,0.8333333333333334,0.8328173374613003,0.8328173374613003,ok,
WordSynonyms,hydra,42,267,638,270,25,2.4633906669914722,0.0,2.4643693329999223,103.00620799999979,0.7445141065830722,0.6150125039719267,0.722018848122313,ok,
WordSynonyms,mrsqm,42,267,638,270,25,7.67122866702266,0.0,7.6716285419825,-462.3564800000004,0.6865203761755486,0.541305887216255,0.6558453715394322,ok,
Worms,hydra,42,181,77,900,5,2.0978393749974202,0.0,2.098857874982059,135.88889599999948,0.7402597402597403,0.720915833025422,0.729532764572793,ok,
Worms,mrsqm,42,181,77,900,5,9.39569741699961,0.0,9.396165791986277,43.646975999999995,0.7142857142857143,0.6679320679320678,0.6969696969696969,ok,
WormsTwoClass,hydra,42,181,77,900,2,2.0468667079985607,0.0,2.0478835419926327,0.19660799999928713,0.7662337662337663,0.7629958960328318,0.766953292945085,ok,
WormsTwoClass,mrsqm,42,181,77,900,2,9.326690374989994,0.0,9.32708291700692,42.54924800000026,0.7792207792207793,0.7778720515866282,0.7803447189159051,ok,
Yoga,hydra,42,300,3000,426,2,12.2432402499835,0.0,12.244311541988282,3277.7338879999998,0.9326666666666666,0.9322754898963077,0.9326426470404167,ok,
Yoga,mrsqm,42,300,3000,426,2,40.59094562500832,0.0,40.591377333010314,-3137.372159999999,0.916,0.9155205698472799,0.9159745435317139,ok,
