dataset,model,seed,n_train,n_test,series_length,n_classes,total_time,peak_memory_mb,accuracy,f1_macro,f1_weighted,status,error_msg,sequence_length
UWaveGestureLibraryAll,mps_hydra,42,896,3582,945,8,14.522196500009159,-956.694528,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,2600
PigCVP,mps_hydra,42,104,208,2000,52,2.4850482499750797,47.235071999999946,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,,2600
PigArtPressure,mps_hydra,42,104,208,2000,52,2.397681542002829,2.523135999999795,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,,2600
PigAirwayPressure,mps_hydra,42,104,208,2000,52,2.394821875001071,0.8683519999999589,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,,2600
HandOutlines,mps_hydra,42,1000,370,2709,2,15.96109479200095,-1000.40704,0.9486486486486486,0.9431574691732363,0.9481234053944788,ok,,2600
Rock,mps_hydra,42,20,50,2844,4,0.8449829999881331,4.161536000000069,0.92,0.9193970503181029,0.9202955465587044,ok,,2600
SmoothSubspace,cpu_optimised_hydra,42,150,150,15,3,0.03936883300775662,32.40755200000012,0.96,0.9599966663332999,0.9599966663332999,ok,,2600
MelbournePedestrian,cpu_optimised_hydra,42,1138,2319,24,10,0.7991139169898815,41.32044799999994,0.9379042690815006,0.9350745396910408,0.9378198958893149,ok,,2600
ItalyPowerDemand,cpu_optimised_hydra,42,67,1029,24,2,0.22402391699142754,-7.798784000000069,0.967930029154519,0.9679295445422993,0.967929908001464,ok,,2600
Chinatown,cpu_optimised_hydra,42,20,343,24,2,0.07219400000758469,-2.048000000000002,0.9825072886297376,0.9784385214986171,0.9826711316014606,ok,,2600
Crop,cpu_optimised_hydra,42,7200,16800,46,24,14.413829250028357,1375.338496,0.7358928571428571,0.728758985260488,0.7287589852604881,ok,,2600
SyntheticControl,cpu_optimised_hydra,42,300,300,60,6,0.5915288329997566,-1014.9887999999999,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,,2600
SwedishLeaf,cpu_optimised_hydra,42,500,625,128,15,1.9034645840001758,-725.5982079999999,0.976,0.9761072240505483,0.9758371471811459,ok,,2600
InsectWingbeatSound,cpu_optimised_hydra,42,220,1980,256,11,1.8754116249911021,324.7636479999999,0.6540404040404041,0.6442568924846518,0.6442568924846518,ok,,2600
FaceFour,cpu_optimised_hydra,42,24,88,350,4,0.15959795800154097,4.947967999999946,0.8522727272727273,0.8665487628902263,0.8464171330024987,ok,,2600
AllGestureWiimoteY,cpu_optimised_hydra,42,300,700,500,10,1.8939669580140617,71.02464000000009,0.7114285714285714,0.7088331336306866,0.7088331336306865,ok,,2600
UWaveGestureLibraryAll,cpu_optimised_hydra,42,896,3582,945,8,20.10209187498549,134.0047360000001,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,2600
PigCVP,cpu_optimised_hydra,42,104,208,2000,52,2.939409374987008,-412.991488,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,,2600
PigArtPressure,cpu_optimised_hydra,42,104,208,2000,52,2.8695698750088923,0.32767999999998665,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,,2600
PigAirwayPressure,cpu_optimised_hydra,42,104,208,2000,52,2.891580125025939,0.016384000000016385,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,,2600
HandOutlines,cpu_optimised_hydra,42,1000,370,2709,2,16.77935454098042,-75.74323200000015,0.9486486486486486,0.9431574691732363,0.9481234053944788,ok,,2600
Rock,cpu_optimised_hydra,42,20,50,2844,4,0.8892000420019031,0.08191999999996824,0.92,0.9193970503181029,0.9202955465587044,ok,,2600
SmoothSubspace,mps_hydra,42,150,150,15,3,0.0250199580041226,18.415616,0.96,0.9599966663332999,0.9599966663332999,ok,,2800
MelbournePedestrian,mps_hydra,42,1138,2319,24,10,0.3636806250142399,79.67539199999999,0.9379042690815006,0.9350745396910408,0.9378198958893149,ok,,2800
ItalyPowerDemand,mps_hydra,42,67,1029,24,2,0.045471084013115615,18.333696000000145,0.967930029154519,0.9679295445422993,0.967929908001464,ok,,2800
Chinatown,mps_hydra,42,20,343,24,2,0.033571583015145734,16.924671999999873,0.9825072886297376,0.9784385214986171,0.9826711316014606,ok,,2800
Crop,mps_hydra,42,7200,16800,46,24,6.411592916003428,1207.730176,0.7358928571428571,0.728759630270725,0.728759630270725,ok,,2800
SyntheticControl,mps_hydra,42,300,300,60,6,0.35139762502512895,-701.6939519999999,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,,2800
SwedishLeaf,mps_hydra,42,500,625,128,15,0.4683073339983821,112.47615999999994,0.976,0.9761072240505483,0.9758371471811459,ok,,2800
InsectWingbeatSound,mps_hydra,42,220,1980,256,11,1.4460379579977598,145.09670399999982,0.6540404040404041,0.6442568924846518,0.6442568924846518,ok,,2800
FaceFour,mps_hydra,42,24,88,350,4,0.16083195799728855,19.36588800000004,0.8522727272727273,0.8665487628902263,0.8464171330024987,ok,,2800
AllGestureWiimoteY,mps_hydra,42,300,700,500,10,1.4636417079891544,60.8010240000001,0.7114285714285714,0.7088331336306866,0.7088331336306865,ok,,2800
UWaveGestureLibraryAll,mps_hydra,42,896,3582,945,8,14.622488916007569,-1153.581056,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,2800
PigCVP,mps_hydra,42,104,208,2000,52,2.4779223340156022,54.16550399999994,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,,2800
PigArtPressure,mps_hydra,42,104,208,2000,52,2.385037750005722,2.736128000000008,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,,2800
PigAirwayPressure,mps_hydra,42,104,208,2000,52,2.37603250000393,0.8683519999999589,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,,2800
HandOutlines,mps_hydra,42,1000,370,2709,2,15.90825395900174,160.6451199999999,0.9486486486486486,0.9431574691732363,0.9481234053944788,ok,,2800
Rock,mps_hydra,42,20,50,2844,4,0.84471287499764,15.941632000000027,0.92,0.9193970503181029,0.9202955465587044,ok,,2800
SmoothSubspace,cpu_optimised_hydra,42,150,150,15,3,0.04145408299518749,42.303488000000016,0.96,0.9599966663332999,0.9599966663332999,ok,,2800
MelbournePedestrian,cpu_optimised_hydra,42,1138,2319,24,10,0.7708977499860339,95.8136320000001,0.9379042690815006,0.9350745396910408,0.9378198958893149,ok,,2800
ItalyPowerDemand,cpu_optimised_hydra,42,67,1029,24,2,0.22520979199907742,0.16383999999993648,0.967930029154519,0.9679295445422993,0.967929908001464,ok,,2800
Chinatown,cpu_optimised_hydra,42,20,343,24,2,0.0675761659804266,5.8327039999999215,0.9825072886297376,0.9784385214986171,0.9826711316014606,ok,,2800
Crop,cpu_optimised_hydra,42,7200,16800,46,24,13.913872291013831,1158.643712,0.7358928571428571,0.728758985260488,0.7287589852604881,ok,,2800
SyntheticControl,cpu_optimised_hydra,42,300,300,60,6,0.6443741669936571,-343.769088,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,,2800
SwedishLeaf,cpu_optimised_hydra,42,500,625,128,15,1.88636462498107,-1040.1218559999998,0.976,0.9761072240505483,0.9758371471811459,ok,,2800
InsectWingbeatSound,cpu_optimised_hydra,42,220,1980,256,11,2.2959214159927797,322.813952,0.6540404040404041,0.6442568924846518,0.6442568924846518,ok,,2800
FaceFour,cpu_optimised_hydra,42,24,88,350,4,0.19240095900022425,5.324800000000096,0.8522727272727273,0.8665487628902263,0.8464171330024987,ok,,2800
AllGestureWiimoteY,cpu_optimised_hydra,42,300,700,500,10,2.473019541997928,80.93696,0.7114285714285714,0.7088331336306866,0.7088331336306865,ok,,2800
UWaveGestureLibraryAll,cpu_optimised_hydra,42,896,3582,945,8,23.894620709004812,-187.94086400000015,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,2800
PigCVP,cpu_optimised_hydra,42,104,208,2000,52,3.7181674580206163,36.945920000000115,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,,2800
PigArtPressure,cpu_optimised_hydra,42,104,208,2000,52,3.4920564999920316,-0.03276800000003277,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,,2800
PigAirwayPressure,cpu_optimised_hydra,42,104,208,2000,52,3.6665402080107015,0.0,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,,2800
HandOutlines,cpu_optimised_hydra,42,1000,370,2709,2,20.02415008400567,181.02681600000005,0.9486486486486486,0.9431574691732363,0.9481234053944788,ok,,2800
Rock,cpu_optimised_hydra,42,20,50,2844,4,1.09305100000347,0.08191999999985455,0.92,0.9193970503181029,0.9202955465587044,ok,,2800
SmoothSubspace,mps_hydra,42,150,150,15,3,0.02435362502001226,19.03820799999994,0.96,0.9599966663332999,0.9599966663332999,ok,,3000
MelbournePedestrian,mps_hydra,42,1138,2319,24,10,0.3583536660007667,132.56294400000002,0.9379042690815006,0.9350745396910408,0.9378198958893149,ok,,3000
ItalyPowerDemand,mps_hydra,42,67,1029,24,2,0.032363291014917195,13.287423999999874,0.967930029154519,0.9679295445422993,0.967929908001464,ok,,3000
Chinatown,mps_hydra,42,20,343,24,2,0.030824750021565706,16.40038400000003,0.9825072886297376,0.9784385214986171,0.9826711316014606,ok,,3000
Crop,mps_hydra,42,7200,16800,46,24,5.44085158300004,1632.2068479999998,0.7358928571428571,0.728759630270725,0.728759630270725,ok,,3000
SyntheticControl,mps_hydra,42,300,300,60,6,0.10066604099120013,13.33657600000015,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,,3000
SwedishLeaf,mps_hydra,42,500,625,128,15,0.3311651659896597,33.898495999999795,0.976,0.9761072240505483,0.9758371471811459,ok,,3000
InsectWingbeatSound,mps_hydra,42,220,1980,256,11,1.3685969169891905,-109.41235200000028,0.6540404040404041,0.6442568924846518,0.6442568924846518,ok,,3000
FaceFour,mps_hydra,42,24,88,350,4,0.1153326659987215,10.305535999999847,0.8522727272727273,0.8665487628902263,0.8464171330024987,ok,,3000
AllGestureWiimoteY,mps_hydra,42,300,700,500,10,1.7216260840068571,-1333.90336,0.7114285714285714,0.7088331336306866,0.7088331336306865,ok,,3000
UWaveGestureLibraryAll,mps_hydra,42,896,3582,945,8,14.031993667013012,-456.0158720000002,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,3000
PigCVP,mps_hydra,42,104,208,2000,52,2.4869461670168675,26.542080000000055,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,,3000
PigArtPressure,mps_hydra,42,104,208,2000,52,2.3825594160007313,3.1784959999999955,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,,3000
PigAirwayPressure,mps_hydra,42,104,208,2000,52,2.381201125012012,1.0649600000000419,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,,3000
HandOutlines,mps_hydra,42,1000,370,2709,2,15.973374416993465,-216.28518400000007,0.9486486486486486,0.9431574691732363,0.9481234053944788,ok,,3000
Rock,mps_hydra,42,20,50,2844,4,0.844660083996132,19.660799999999995,0.92,0.9193970503181029,0.9202955465587044,ok,,3000
SmoothSubspace,cpu_optimised_hydra,42,150,150,15,3,0.04260499999509193,40.40294400000005,0.96,0.9599966663332999,0.9599966663332999,ok,,3000
MelbournePedestrian,cpu_optimised_hydra,42,1138,2319,24,10,0.8021465830097441,93.15942400000006,0.9379042690815006,0.9350745396910408,0.9378198958893149,ok,,3000
ItalyPowerDemand,cpu_optimised_hydra,42,67,1029,24,2,0.22366679200786166,0.2621440000000348,0.967930029154519,0.9679295445422993,0.967929908001464,ok,,3000
Chinatown,cpu_optimised_hydra,42,20,343,24,2,0.07451629199204035,5.783551999999986,0.9825072886297376,0.9784385214986171,0.9826711316014606,ok,,3000
Crop,cpu_optimised_hydra,42,7200,16800,46,24,14.969386750017293,1726.103552,0.7358928571428571,0.728758985260488,0.7287589852604881,ok,,3000
SyntheticControl,cpu_optimised_hydra,42,300,300,60,6,0.31523170799482614,16.547839999999724,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,,3000
SwedishLeaf,cpu_optimised_hydra,42,500,625,128,15,1.49447804200463,25.673727999999755,0.976,0.9761072240505483,0.9758371471811459,ok,,3000
InsectWingbeatSound,cpu_optimised_hydra,42,220,1980,256,11,1.9967150000156835,134.8567039999998,0.6540404040404041,0.6442568924846518,0.6442568924846518,ok,,3000
FaceFour,cpu_optimised_hydra,42,24,88,350,4,0.2404339170025196,0.29491200000029494,0.8522727272727273,0.8665487628902263,0.8464171330024987,ok,,3000
AllGestureWiimoteY,cpu_optimised_hydra,42,300,700,500,10,2.111514415999409,56.524799999999686,0.7114285714285714,0.7088331336306866,0.7088331336306865,ok,,3000
UWaveGestureLibraryAll,cpu_optimised_hydra,42,896,3582,945,8,16.780338542012032,-1047.9697919999999,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,3000
PigCVP,cpu_optimised_hydra,42,104,208,2000,52,3.0789803749939892,28.000256000000036,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,,3000
PigArtPressure,cpu_optimised_hydra,42,104,208,2000,52,2.9208361249766313,0.0,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,,3000
PigAirwayPressure,cpu_optimised_hydra,42,104,208,2000,52,3.0105101249937434,0.0,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,,3000
HandOutlines,cpu_optimised_hydra,42,1000,370,2709,2,17.118088999995962,-886.915072,0.9486486486486486,0.9431574691732363,0.9481234053944788,ok,,3000
Rock,cpu_optimised_hydra,42,20,50,2844,4,0.857195166987367,0.3440640000001167,0.92,0.9193970503181029,0.9202955465587044,ok,,3000
SmoothSubspace,mps_hydra,42,150,150,15,3,0.02498837499297224,18.84159999999997,0.96,0.9599966663332999,0.9599966663332999,ok,,3200
MelbournePedestrian,mps_hydra,42,1138,2319,24,10,0.4346112909843214,80.77312000000006,0.9379042690815006,0.9350745396910408,0.9378198958893149,ok,,3200
ItalyPowerDemand,mps_hydra,42,67,1029,24,2,0.041601042001275346,19.398656000000074,0.967930029154519,0.9679295445422993,0.967929908001464,ok,,3200
Chinatown,mps_hydra,42,20,343,24,2,0.03084108399343677,17.02297599999997,0.9825072886297376,0.9784385214986171,0.9826711316014606,ok,,3200
Crop,mps_hydra,42,7200,16800,46,24,5.351015374995768,1784.119296,0.7358928571428571,0.728759630270725,0.728759630270725,ok,,3200
SyntheticControl,mps_hydra,42,300,300,60,6,0.21843754200381227,31.031295999999656,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,,3200
SwedishLeaf,mps_hydra,42,500,625,128,15,0.3330219999770634,13.50041599999986,0.976,0.9761072240505483,0.9758371471811459,ok,,3200
InsectWingbeatSound,mps_hydra,42,220,1980,256,11,1.654157250013668,-531.6116479999996,0.6540404040404041,0.6442568924846518,0.6442568924846518,ok,,3200
FaceFour,mps_hydra,42,24,88,350,4,0.2182627500151284,-7.651327999999921,0.8522727272727273,0.8665487628902263,0.8464171330024987,ok,,3200
AllGestureWiimoteY,mps_hydra,42,300,700,500,10,1.4511188750038855,-69.681152,0.7114285714285714,0.7088331336306866,0.7088331336306865,ok,,3200
UWaveGestureLibraryAll,mps_hydra,42,896,3582,945,8,13.838012082997011,90.21030399999995,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,3200
PigCVP,mps_hydra,42,104,208,2000,52,2.3810477500082925,24.73983999999996,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,,3200
PigArtPressure,mps_hydra,42,104,208,2000,52,2.409850541007472,-115.63827199999992,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,,3200
PigAirwayPressure,mps_hydra,42,104,208,2000,52,2.382761916000163,0.8683519999999589,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,,3200
HandOutlines,mps_hydra,42,1000,370,2709,2,16.0190255829948,-294.71539199999995,0.9486486486486486,0.9431574691732363,0.9481234053944788,ok,,3200
Rock,mps_hydra,42,20,50,2844,4,0.8466841669869609,22.134783999999968,0.92,0.9193970503181029,0.9202955465587044,ok,,3200
SmoothSubspace,cpu_optimised_hydra,42,150,150,15,3,0.03928037500008941,40.255488000000014,0.96,0.9599966663332999,0.9599966663332999,ok,,3200
MelbournePedestrian,cpu_optimised_hydra,42,1138,2319,24,10,0.8039389590267092,144.949248,0.9379042690815006,0.9350745396910408,0.9378198958893149,ok,,3200
ItalyPowerDemand,cpu_optimised_hydra,42,67,1029,24,2,0.22172704097465612,0.14745600000003378,0.967930029154519,0.9679295445422993,0.967929908001464,ok,,3200
Chinatown,cpu_optimised_hydra,42,20,343,24,2,0.07215516699943691,5.832704000000035,0.9825072886297376,0.9784385214986171,0.9826711316014606,ok,,3200
Crop,cpu_optimised_hydra,42,7200,16800,46,24,14.477505499991821,1718.0426240000002,0.7358928571428571,0.728758985260488,0.7287589852604881,ok,,3200
SyntheticControl,cpu_optimised_hydra,42,300,300,60,6,0.31982295800116844,15.204352000000199,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,,3200
SwedishLeaf,cpu_optimised_hydra,42,500,625,128,15,1.4108422500139568,29.933567999999923,0.976,0.9761072240505483,0.9758371471811459,ok,,3200
InsectWingbeatSound,cpu_optimised_hydra,42,220,1980,256,11,1.8194186670007184,-87.81824000000006,0.6540404040404041,0.6442568924846518,0.6442568924846518,ok,,3200
FaceFour,cpu_optimised_hydra,42,24,88,350,4,0.14868737498181872,3.11295999999993,0.8522727272727273,0.8665487628902263,0.8464171330024987,ok,,3200
AllGestureWiimoteY,cpu_optimised_hydra,42,300,700,500,10,1.810429834004026,71.66361599999982,0.7114285714285714,0.7088331336306866,0.7088331336306865,ok,,3200
UWaveGestureLibraryAll,cpu_optimised_hydra,42,896,3582,945,8,17.273410833004164,-1386.610688,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,3200
PigCVP,cpu_optimised_hydra,42,104,208,2000,52,3.2676050839945674,39.12499200000002,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,,3200
PigArtPressure,cpu_optimised_hydra,42,104,208,2000,52,2.980577832990093,-0.08191999999985455,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,,3200
PigAirwayPressure,cpu_optimised_hydra,42,104,208,2000,52,3.0165467920014635,0.016384000000016385,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,,3200
HandOutlines,cpu_optimised_hydra,42,1000,370,2709,2,17.094551291986136,223.29753600000004,0.9486486486486486,0.9431574691732363,0.9481234053944788,ok,,3200
Rock,cpu_optimised_hydra,42,20,50,2844,4,0.9124280829855707,0.03276800000003277,0.92,0.9193970503181029,0.9202955465587044,ok,,3200
SmoothSubspace,mps_hydra,42,150,150,15,3,0.13093362498329952,18.21900800000003,0.96,0.9599966663332999,0.9599966663332999,ok,,3400
MelbournePedestrian,mps_hydra,42,1138,2319,24,10,0.26256229099817574,86.31091199999992,0.9379042690815006,0.9350745396910408,0.9378198958893149,ok,,3400
ItalyPowerDemand,mps_hydra,42,67,1029,24,2,0.04492683400167152,18.923519999999826,0.967930029154519,0.9679295445422993,0.967929908001464,ok,,3400
Chinatown,mps_hydra,42,20,343,24,2,0.03869395799119957,16.826368000000002,0.9825072886297376,0.9784385214986171,0.9826711316014606,ok,,3400
Crop,mps_hydra,42,7200,16800,46,24,6.1490695840038825,439.3861119999999,0.7358928571428571,0.728759630270725,0.728759630270725,ok,,3400
SyntheticControl,mps_hydra,42,300,300,60,6,0.289811832975829,-29.982719999999972,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,,3400
SwedishLeaf,mps_hydra,42,500,625,128,15,0.49577645800309256,-721.9937280000001,0.976,0.9761072240505483,0.9758371471811459,ok,,3400
InsectWingbeatSound,mps_hydra,42,220,1980,256,11,1.4598199170141015,165.96992,0.6540404040404041,0.6442568924846518,0.6442568924846518,ok,,3400
FaceFour,mps_hydra,42,24,88,350,4,0.12459875000058673,29.13075200000003,0.8522727272727273,0.8665487628902263,0.8464171330024987,ok,,3400
AllGestureWiimoteY,mps_hydra,42,300,700,500,10,1.427495915995678,70.05798400000003,0.7114285714285714,0.7088331336306866,0.7088331336306865,ok,,3400
UWaveGestureLibraryAll,mps_hydra,42,896,3582,945,8,13.96609250002075,-864.698368,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,3400
PigCVP,mps_hydra,42,104,208,2000,52,2.374222666985588,40.697856,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,,3400
PigArtPressure,mps_hydra,42,104,208,2000,52,2.396603333996609,0.9666560000000572,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,,3400
PigAirwayPressure,mps_hydra,42,104,208,2000,52,2.390855792007642,0.8519680000000562,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,,3400
HandOutlines,mps_hydra,42,1000,370,2709,2,15.906098667008337,250.3311359999999,0.9486486486486486,0.9431574691732363,0.9481234053944788,ok,,3400
Rock,mps_hydra,42,20,50,2844,4,0.8409715830057394,17.74387200000001,0.92,0.9193970503181029,0.9202955465587044,ok,,3400
SmoothSubspace,cpu_optimised_hydra,42,150,150,15,3,0.03932395900483243,42.81139200000007,0.96,0.9599966663332999,0.9599966663332999,ok,,3400
MelbournePedestrian,cpu_optimised_hydra,42,1138,2319,24,10,0.8216888750030193,132.23526399999992,0.9379042690815006,0.9350745396910408,0.9378198958893149,ok,,3400
ItalyPowerDemand,cpu_optimised_hydra,42,67,1029,24,2,0.2275583329901565,0.16383999999993648,0.967930029154519,0.9679295445422993,0.967929908001464,ok,,3400
Chinatown,cpu_optimised_hydra,42,20,343,24,2,0.07869529098388739,5.8163200000001325,0.9825072886297376,0.9784385214986171,0.9826711316014606,ok,,3400
Crop,cpu_optimised_hydra,42,7200,16800,46,24,14.019914000004064,2395.4882559999996,0.7358928571428571,0.728758985260488,0.7287589852604881,ok,,3400
SyntheticControl,cpu_optimised_hydra,42,300,300,60,6,0.3764022919931449,-34.668543999999656,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,,3400
SwedishLeaf,cpu_optimised_hydra,42,500,625,128,15,1.4925597499823198,-266.2727679999998,0.976,0.9761072240505483,0.9758371471811459,ok,,3400
InsectWingbeatSound,cpu_optimised_hydra,42,220,1980,256,11,1.7775159580050968,20.43084799999997,0.6540404040404041,0.6442568924846518,0.6442568924846518,ok,,3400
FaceFour,cpu_optimised_hydra,42,24,88,350,4,0.15313945800880902,2.899967999999717,0.8522727272727273,0.8665487628902263,0.8464171330024987,ok,,3400
AllGestureWiimoteY,cpu_optimised_hydra,42,300,700,500,10,1.8736364159849472,35.422207999999955,0.7114285714285714,0.7088331336306866,0.7088331336306865,ok,,3400
UWaveGestureLibraryAll,cpu_optimised_hydra,42,896,3582,945,8,17.346692499995697,-2195.079168,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,3400
PigCVP,cpu_optimised_hydra,42,104,208,2000,52,3.196561707998626,46.82547199999999,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,,3400
PigArtPressure,cpu_optimised_hydra,42,104,208,2000,52,3.043357750022551,-646.692864,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,,3400
PigAirwayPressure,cpu_optimised_hydra,42,104,208,2000,52,2.9383951670024544,0.03276800000003277,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,,3400
HandOutlines,cpu_optimised_hydra,42,1000,370,2709,2,16.715747292008018,234.55334399999992,0.9486486486486486,0.9431574691732363,0.9481234053944788,ok,,3400
Rock,cpu_optimised_hydra,42,20,50,2844,4,0.8723252920026425,0.44236799999998766,0.92,0.9193970503181029,0.9202955465587044,ok,,3400
SmoothSubspace,mps_hydra,42,150,150,15,3,0.12947345798602328,19.103744000000006,0.96,0.9599966663332999,0.9599966663332999,ok,,3600
MelbournePedestrian,mps_hydra,42,1138,2319,24,10,0.2594576249830425,86.76966400000015,0.9379042690815006,0.9350745396910408,0.9378198958893149,ok,,3600
ItalyPowerDemand,mps_hydra,42,67,1029,24,2,0.04838229200686328,19.365887999999813,0.967930029154519,0.9679295445422993,0.967929908001464,ok,,3600
Chinatown,mps_hydra,42,20,343,24,2,0.01300999999511987,13.221888000000035,0.9825072886297376,0.9784385214986171,0.9826711316014606,ok,,3600
Crop,mps_hydra,42,7200,16800,46,24,5.768596665991936,1070.972928,0.7358928571428571,0.728759630270725,0.728759630270725,ok,,3600
SyntheticControl,mps_hydra,42,300,300,60,6,0.15764833299908787,22.790144000000055,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,,3600
SwedishLeaf,mps_hydra,42,500,625,128,15,0.6212034999916796,-160.77619200000026,0.976,0.9761072240505483,0.9758371471811459,ok,,3600
InsectWingbeatSound,mps_hydra,42,220,1980,256,11,1.5295989580044989,-1253.376,0.6540404040404041,0.6442568924846518,0.6442568924846518,ok,,3600
FaceFour,mps_hydra,42,24,88,350,4,0.18169820797629654,42.72947199999999,0.8522727272727273,0.8665487628902263,0.8464171330024987,ok,,3600
AllGestureWiimoteY,mps_hydra,42,300,700,500,10,1.4528011250076815,101.38419199999998,0.7114285714285714,0.7088331336306866,0.7088331336306865,ok,,3600
UWaveGestureLibraryAll,mps_hydra,42,896,3582,945,8,14.045548541995231,-170.1806079999999,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,3600
PigCVP,mps_hydra,42,104,208,2000,52,2.391459375008708,-323.878912,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,,3600
PigArtPressure,mps_hydra,42,104,208,2000,52,2.381713832990499,2.015231999999969,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,,3600
PigAirwayPressure,mps_hydra,42,104,208,2000,52,2.3887528749764897,2.12991999999997,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,,3600
HandOutlines,mps_hydra,42,1000,370,2709,2,15.92501745800837,192.24985600000002,0.9486486486486486,0.9431574691732363,0.9481234053944788,ok,,3600
Rock,mps_hydra,42,20,50,2844,4,0.8444557909970172,18.710527999999954,0.92,0.9193970503181029,0.9202955465587044,ok,,3600
SmoothSubspace,cpu_optimised_hydra,42,150,150,15,3,0.03944904200034216,42.057728,0.96,0.9599966663332999,0.9599966663332999,ok,,3600
MelbournePedestrian,cpu_optimised_hydra,42,1138,2319,24,10,0.804110708006192,125.71443199999987,0.9379042690815006,0.9350745396910408,0.9378198958893149,ok,,3600
ItalyPowerDemand,cpu_optimised_hydra,42,67,1029,24,2,0.23861229201429524,3.3587199999999484,0.967930029154519,0.9679295445422993,0.967929908001464,ok,,3600
Chinatown,cpu_optimised_hydra,42,20,343,24,2,0.08558916600304656,2.9491199999999935,0.9825072886297376,0.9784385214986171,0.9826711316014606,ok,,3600
Crop,cpu_optimised_hydra,42,7200,16800,46,24,13.729153709020466,2272.7884799999997,0.7358928571428571,0.728758985260488,0.7287589852604881,ok,,3600
SyntheticControl,cpu_optimised_hydra,42,300,300,60,6,0.33974891700199805,7.471103999999741,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,,3600
SwedishLeaf,cpu_optimised_hydra,42,500,625,128,15,1.7767942089994904,-1747.68128,0.976,0.9761072240505483,0.9758371471811459,ok,,3600
InsectWingbeatSound,cpu_optimised_hydra,42,220,1980,256,11,2.008175791997928,133.44768,0.6540404040404041,0.6442568924846518,0.6442568924846518,ok,,3600
FaceFour,cpu_optimised_hydra,42,24,88,350,4,0.14662712498102337,0.8355840000001535,0.8522727272727273,0.8665487628902263,0.8464171330024987,ok,,3600
AllGestureWiimoteY,cpu_optimised_hydra,42,300,700,500,10,1.8203439580101985,21.823487999999998,0.7114285714285714,0.7088331336306866,0.7088331336306865,ok,,3600
UWaveGestureLibraryAll,cpu_optimised_hydra,42,896,3582,945,8,17.153702291019727,-339.16518399999995,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,3600
