dataset,model,seed,n_train,n_test,series_length,n_classes,total_time,peak_memory_mb,accuracy,f1_macro,f1_weighted,status,error_msg
RefrigerationDevices,mpshydra,42,375,375,720,3,1.762369124997349,-61.09593599999971,0.4826666666666667,0.47787851561436473,0.4778785156143646,ok,
Rock,mpshydra,42,20,50,2844,4,0.8969375000015134,-50.626560000000154,0.92,0.9193970503181029,0.9202955465587044,ok,
ScreenType,mpshydra,42,375,375,720,3,1.759370082996611,-34.897919999999885,0.49866666666666665,0.49743029267692945,0.4974302926769295,ok,
SemgHandGenderCh2,mpshydra,42,300,600,1500,2,5.029789708001772,-7.471104000000196,0.8283333333333334,0.8170509681793019,0.8306806710499438,ok,
SemgHandMovementCh2,mpshydra,42,450,450,1500,6,4.987655082994024,-863.6006400000001,0.4666666666666667,0.46733168104109096,0.467331681041091,ok,
SemgHandSubjectCh2,mpshydra,42,450,450,1500,5,5.004419083001267,1.5564799999997376,0.7666666666666667,0.7656315471160837,0.7656315471160837,ok,
ShakeGestureWiimoteZ,mpshydra,42,50,50,385,10,0.18927233399881516,30.244864000000234,0.92,0.9206099456099455,0.9206099456099457,ok,
ShapeletSim,mpshydra,42,20,180,500,2,0.2935886249979376,9.371647999999823,0.9833333333333333,0.9833287024173382,0.983328702417338,ok,
ShapesAll,mpshydra,42,600,600,512,60,1.753353916996275,3.4242560000002413,0.925,0.9236635952514602,0.9236635952514606,ok,
SmallKitchenAppliances,mpshydra,42,375,375,720,3,1.7703386669963947,0.5734400000001187,0.8213333333333334,0.8201108300947917,0.8201108300947916,ok,
SmoothSubspace,mpshydra,42,150,150,15,3,0.043960957998933736,11.223039999999855,0.96,0.9599966663332999,0.9599966663332999,ok,
SonyAIBORobotSurface1,mpshydra,42,20,601,70,2,0.158515916999022,37.4374399999997,0.9201331114808652,0.9198292536517041,0.9205273054213986,ok,
SonyAIBORobotSurface2,mpshydra,42,27,953,65,2,0.1947912909963634,41.04192000000012,0.9412381951731374,0.9385025259043475,0.9415376216602688,ok,
StarLightCurves,mpshydra,42,1000,8236,1024,3,31.391163999993296,-746.7335679999999,0.9814230208839242,0.9717983127820814,0.9810253781079795,ok,
Strawberry,mpshydra,42,613,370,235,2,0.67926979099866,123.84665599999994,0.9756756756756757,0.9737172353372955,0.9757726281676746,ok,
SwedishLeaf,mpshydra,42,500,625,128,15,0.3086410830001114,41.89388800000006,0.976,0.9761072240505483,0.9758371471811459,ok,
Symbols,mpshydra,42,25,995,398,6,1.271594499994535,-23.986175999999887,0.978894472361809,0.9792164935978702,0.9789965909862184,ok,
SyntheticControl,mpshydra,42,300,300,60,6,0.10902120800164994,29.884415999999874,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,
ToeSegmentation1,mpshydra,42,40,228,277,2,0.27824779100046726,35.91372799999999,0.956140350877193,0.9561369757599076,0.9561572264636197,ok,
ToeSegmentation2,mpshydra,42,36,130,343,2,0.2253687499978696,19.84102400000006,0.8923076923076924,0.8317307692307692,0.8954142011834318,ok,
Trace,mpshydra,42,100,100,275,4,0.19894733399996767,-7.74963200000002,1.0,1.0,1.0,ok,
TwoLeadECG,mpshydra,42,23,1139,82,2,0.24960866699984763,19.611647999999832,0.9991220368744512,0.9991220368744512,0.9991220368744512,ok,
