dataset,model,seed,n_train,n_test,series_length,n_classes,total_time,peak_memory_mb,accuracy,f1_macro,f1_weighted,status,error_msg,sequence_length
FreezerSmallTrain,cpu_optimised_hydra,42,28,2850,301,2,9.189175833016634,-1291.5343360000002,0.9129824561403509,0.9129700699785652,0.9129700699785651,ok,,
Fungi,cpu_optimised_hydra,42,18,186,201,18,0.4336837079899851,0.6717439999999897,1.0,1.0,1.0,ok,,
GestureMidAirD1,cpu_optimised_hydra,42,208,130,360,26,0.4134311250236351,5.767168000000083,0.7461538461538462,0.7362829478214094,0.7362829478214094,ok,,
GestureMidAirD2,cpu_optimised_hydra,42,208,130,360,26,0.4181484580039978,1.097727999999961,0.676923076923077,0.6657016060862214,0.6657016060862214,ok,,
GestureMidAirD3,cpu_optimised_hydra,42,208,130,360,26,0.5069282079930417,0.016383999999789012,0.47692307692307695,0.46213499263034863,0.4621349926303487,ok,,
GesturePebbleZ1,cpu_optimised_hydra,42,132,172,455,6,0.5347833339765202,0.06553600000006554,0.8837209302325582,0.879940996866583,0.8850737025736446,ok,,
GesturePebbleZ2,cpu_optimised_hydra,42,146,158,455,6,0.46275708300527185,0.42598400000019865,0.8924050632911392,0.8888759586942275,0.8909014724547841,ok,,
GunPoint,cpu_optimised_hydra,42,50,150,150,2,0.2963972909783479,0.016384000000016385,1.0,1.0,1.0,ok,,
GunPointAgeSpan,cpu_optimised_hydra,42,135,316,150,2,0.6265001659921836,6.569983999999977,1.0,1.0,1.0,ok,,
GunPointMaleVersusFemale,cpu_optimised_hydra,42,135,316,150,2,0.6305354579817504,0.0,1.0,1.0,1.0,ok,,
GunPointOldVersusYoung,cpu_optimised_hydra,42,136,315,150,2,0.6273059169761837,0.016384000000016385,1.0,1.0,1.0,ok,,
Ham,cpu_optimised_hydra,42,109,105,431,2,0.2862962920044083,2.8180479999998624,0.7142857142857143,0.7130102040816326,0.7135568513119532,ok,,
HandOutlines,cpu_optimised_hydra,42,1000,370,2709,2,17.35688216701965,-297.156608,0.9486486486486486,0.9431574691732363,0.9481234053944788,ok,,
Haptics,cpu_optimised_hydra,42,155,308,1092,5,1.7206156669999473,31.440896000000066,0.5162337662337663,0.504783670016626,0.5062979575482867,ok,,
Herring,cpu_optimised_hydra,42,64,64,512,2,0.1873621670238208,0.049152000000049156,0.734375,0.7262893081761006,0.7351100628930818,ok,,
HouseTwenty,cpu_optimised_hydra,42,40,119,2000,2,1.1590930829988793,6.897664000000077,0.9495798319327731,0.9482608695652174,0.9495798319327731,ok,,
InlineSkate,cpu_optimised_hydra,42,100,550,1882,7,4.621397791983327,60.440575999999965,0.4672727272727273,0.46762928807807536,0.4612665941521447,ok,,
InsectEPGRegularTrain,cpu_optimised_hydra,42,62,249,601,3,0.8568881250103004,0.2457600000000184,1.0,1.0,1.0,ok,,
InsectEPGSmallTrain,cpu_optimised_hydra,42,17,249,601,3,0.9614500829775352,-1.7203199999999015,1.0,1.0,1.0,ok,,
InsectWingbeatSound,cpu_optimised_hydra,42,220,1980,256,11,5.425522292003734,174.47321599999987,0.6540404040404041,0.6442568924846518,0.6442568924846518,ok,,
ItalyPowerDemand,cpu_optimised_hydra,42,67,1029,24,2,0.2145393340033479,44.318719999999985,0.967930029154519,0.9679295445422993,0.967929908001464,ok,,
LargeKitchenAppliances,cpu_optimised_hydra,42,375,375,720,3,1.6029739590012468,4.980735999999979,0.8453333333333334,0.8458800165563035,0.8458800165563034,ok,,
Lightning2,cpu_optimised_hydra,42,60,61,637,2,0.3118906670133583,0.3440640000001167,0.7377049180327869,0.7342047930283224,0.7367048823172255,ok,,
Lightning7,cpu_optimised_hydra,42,70,73,319,7,0.17055733301094733,0.7372800000000552,0.8356164383561644,0.8284779822860318,0.8304089797418608,ok,,
Mallat,cpu_optimised_hydra,42,55,2345,1024,8,8.716347375011537,-271.8760960000002,0.9437100213219616,0.943069060090566,0.9430972110966555,ok,,
Meat,cpu_optimised_hydra,42,60,60,448,3,0.15622741699917242,0.9011199999999917,0.9,0.898796325625594,0.8987963256255941,ok,,
MedicalImages,cpu_optimised_hydra,42,381,760,99,10,0.957094874989707,17.84217599999988,0.756578947368421,0.6622529026090315,0.7362133974535857,ok,,
MelbournePedestrian,cpu_optimised_hydra,42,1138,2319,24,10,0.7517970420012716,73.662464,0.9379042690815006,0.9350745396910408,0.9378198958893149,ok,,
MiddlePhalanxOutlineCorrect,cpu_optimised_hydra,42,600,291,80,2,0.6075751250027679,0.4095999999999549,0.8384879725085911,0.833970647146655,0.8378291958933088,ok,,
MiddlePhalanxOutlineAgeGroup,cpu_optimised_hydra,42,400,154,80,3,0.3883124170242809,8.437760000000026,0.5714285714285714,0.4834109730848861,0.5557836573364524,ok,,
MiddlePhalanxTW,cpu_optimised_hydra,42,399,154,80,6,0.39763587500783615,0.03276800000003277,0.577922077922078,0.40956761736074593,0.5595454431867897,ok,,
MixedShapesRegularTrain,cpu_optimised_hydra,42,500,2425,1024,5,10.965838499978418,12.271615999999995,0.9814432989690721,0.9811797387823455,0.9814348564752344,ok,,
MixedShapesSmallTrain,cpu_optimised_hydra,42,100,2425,1024,5,8.388547874987125,3.194880000000012,0.965360824742268,0.964743750140807,0.9651791453140454,ok,,
MoteStrain,cpu_optimised_hydra,42,20,1252,84,2,0.8976045830058865,0.4915200000000368,0.9313099041533547,0.930489706960842,0.931080731408388,ok,,
NonInvasiveFetalECGThorax1,cpu_optimised_hydra,42,1800,1965,750,42,9.913554166996619,184.0250880000001,0.9399491094147583,0.9352545461841887,0.9383853675557579,ok,,
NonInvasiveFetalECGThorax2,cpu_optimised_hydra,42,1800,1965,750,42,9.62904475000687,0.03276800000003277,0.9592875318066157,0.9558558580592719,0.9589434538083931,ok,,
OliveOil,cpu_optimised_hydra,42,30,30,570,4,0.11567179200937971,0.19660799999996925,0.9666666666666667,0.9759725400457666,0.9668192219679634,ok,,
OSULeaf,cpu_optimised_hydra,42,200,242,427,6,0.5980899170099292,4.2762239999999565,0.987603305785124,0.9849250850261972,0.9875115754896651,ok,,
PhalangesOutlinesCorrect,cpu_optimised_hydra,42,1800,858,80,2,2.1762329589982983,26.476543999999876,0.8088578088578089,0.7881927928470362,0.8031517969742372,ok,,
Phoneme,cpu_optimised_hydra,42,214,1896,1024,39,7.618684707995271,0.4095999999999549,0.32436708860759494,0.15720241070867388,0.2846838685784741,ok,,
PickupGestureWiimoteZ,cpu_optimised_hydra,42,50,50,361,10,0.1256492079992313,0.0327679999998054,0.84,0.8344483294483295,0.8344483294483296,ok,,
PigAirwayPressure,cpu_optimised_hydra,42,104,208,2000,52,2.980397332983557,-331.5630080000001,0.7740384615384616,0.7636544011544012,0.7636544011544012,ok,,
PigArtPressure,cpu_optimised_hydra,42,104,208,2000,52,2.41758233399014,-356.466688,0.9855769230769231,0.9848595848595849,0.9848595848595849,ok,,
PigCVP,cpu_optimised_hydra,42,104,208,2000,52,2.1696992499928456,0.04915199999993547,0.9663461538461539,0.9653998778998779,0.9653998778998779,ok,,
PLAID,cpu_optimised_hydra,42,537,537,1345,11,5.330642667016946,-253.06726400000002,0.8621973929236499,0.8106159988314677,0.8569270708459763,ok,,
Plane,cpu_optimised_hydra,42,105,105,144,7,0.2974082080181688,12.517376000000013,1.0,1.0,1.0,ok,,
PowerCons,cpu_optimised_hydra,42,180,180,144,2,0.49838420798187144,8.667135999999914,0.9722222222222222,0.97222136485694,0.97222136485694,ok,,
ProximalPhalanxOutlineCorrect,cpu_optimised_hydra,42,600,291,80,2,0.6569070830009878,33.21036800000002,0.9072164948453608,0.8840825600094422,0.9031235679128522,ok,,
ProximalPhalanxOutlineAgeGroup,cpu_optimised_hydra,42,400,205,80,3,0.4319443749845959,20.381696000000034,0.8634146341463415,0.7894494737329601,0.865436708542904,ok,,
ProximalPhalanxTW,cpu_optimised_hydra,42,400,205,80,6,0.4523103339888621,0.04915199999993547,0.8,0.4992828531621634,0.7705464958366556,ok,,
RefrigerationDevices,cpu_optimised_hydra,42,375,375,720,3,2.7431653329986148,-27.26297599999998,0.4826666666666667,0.47787851561436473,0.4778785156143646,ok,,
Rock,cpu_optimised_hydra,42,20,50,2844,4,0.9951909999945201,0.11468800000000101,0.92,0.9193970503181029,0.9202955465587044,ok,,
ScreenType,cpu_optimised_hydra,42,375,375,720,3,1.6885951249860227,0.0,0.49866666666666665,0.49743029267692945,0.4974302926769295,ok,,
SemgHandGenderCh2,cpu_optimised_hydra,42,300,600,1500,2,5.00518054200802,19.791872000000012,0.8283333333333334,0.8170509681793019,0.8306806710499438,ok,,
SemgHandMovementCh2,cpu_optimised_hydra,42,450,450,1500,6,5.302848042018013,29.884415999999987,0.4666666666666667,0.46733168104109096,0.467331681041091,ok,,
SemgHandSubjectCh2,cpu_optimised_hydra,42,450,450,1500,5,5.910295416979352,-152.338432,0.7666666666666667,0.7656315471160837,0.7656315471160837,ok,,
ShakeGestureWiimoteZ,cpu_optimised_hydra,42,50,50,385,10,0.1319667919888161,0.7045120000000225,0.92,0.9206099456099455,0.9206099456099457,ok,,
ShapeletSim,cpu_optimised_hydra,42,20,180,500,2,0.3447495420114137,0.36044799999990573,0.9833333333333333,0.9833287024173382,0.983328702417338,ok,,
ShapesAll,cpu_optimised_hydra,42,600,600,512,60,1.8131846670003142,0.1310720000000174,0.925,0.9236635952514602,0.9236635952514606,ok,,
SmallKitchenAppliances,cpu_optimised_hydra,42,375,375,720,3,1.5989855829975568,0.03276800000003277,0.8213333333333334,0.8201108300947917,0.8201108300947916,ok,,
SmoothSubspace,cpu_optimised_hydra,42,150,150,15,3,0.0334585839882493,26.083327999999938,0.96,0.9599966663332999,0.9599966663332999,ok,,
SonyAIBORobotSurface1,cpu_optimised_hydra,42,20,601,70,2,0.4203089580114465,0.04915199999993547,0.9201331114808652,0.9198292536517041,0.9205273054213986,ok,,
SonyAIBORobotSurface2,cpu_optimised_hydra,42,27,953,65,2,0.6441842910135165,4.685824000000025,0.9401888772298006,0.9374332677961181,0.9405057723146741,ok,,
StarLightCurves,cpu_optimised_hydra,42,1000,8236,1024,3,28.968743000004906,2009.317376,0.9814230208839242,0.9717983127820814,0.9810253781079795,ok,,
Strawberry,cpu_optimised_hydra,42,613,370,235,2,2.4786633329931647,16.252928000000338,0.9756756756756757,0.9737172353372955,0.9757726281676746,ok,,
SwedishLeaf,cpu_optimised_hydra,42,500,625,128,15,1.3358092500129715,42.25433599999997,0.976,0.9761072240505483,0.9758371471811459,ok,,
Symbols,cpu_optimised_hydra,42,25,995,398,6,1.493283749994589,0.34406399999988935,0.978894472361809,0.9792164935978702,0.9789965909862184,ok,,
SyntheticControl,cpu_optimised_hydra,42,300,300,60,6,0.33482454100158066,3.8010879999997087,0.9633333333333334,0.9631591128634865,0.9631591128634863,ok,,
ToeSegmentation1,cpu_optimised_hydra,42,40,228,277,2,0.7766785839921795,12.206079999999929,0.956140350877193,0.9561369757599076,0.9561572264636197,ok,,
ToeSegmentation2,cpu_optimised_hydra,42,36,130,343,2,0.22723237500758842,0.6881279999997787,0.8923076923076924,0.8317307692307692,0.8954142011834318,ok,,
Trace,cpu_optimised_hydra,42,100,100,275,4,0.5660594580112956,2.703359999999975,1.0,1.0,1.0,ok,,
TwoLeadECG,cpu_optimised_hydra,42,23,1139,82,2,0.9052147500042338,18.77606399999968,0.9991220368744512,0.9991220368744512,0.9991220368744512,ok,,
TwoPatterns,cpu_optimised_hydra,42,1000,4000,128,4,5.670496374979848,202.93222400000013,0.986,0.9860323304610914,0.9859893530687305,ok,,
UMD,cpu_optimised_hydra,42,36,144,150,3,0.2730916669825092,0.0,0.9861111111111112,0.9861103575088924,0.9861103575088924,ok,,
UWaveGestureLibraryAll,cpu_optimised_hydra,42,896,3582,945,8,15.817030791018624,-1569.619968,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,,
UWaveGestureLibraryX,cpu_optimised_hydra,42,896,3582,315,8,5.373429749975912,31.52281599999992,0.8565047459519821,0.852190030296629,0.8536132125367122,ok,,
UWaveGestureLibraryY,cpu_optimised_hydra,42,896,3582,315,8,5.159828916977858,-283.55788800000005,0.7948073701842546,0.792571986998662,0.7924340652034377,ok,,
UWaveGestureLibraryZ,cpu_optimised_hydra,42,896,3582,315,8,4.737895375001244,0.9830400000000736,0.7964824120603015,0.7923501009738885,0.7913523793391359,ok,,
Wafer,cpu_optimised_hydra,42,1000,6164,152,2,10.796361124987016,829.9806719999999,1.0,1.0,1.0,ok,,
Wine,cpu_optimised_hydra,42,57,54,234,2,0.23145929200109094,0.5734400000001187,0.8888888888888888,0.8888888888888888,0.8888888888888888,ok,,
WordSynonyms,cpu_optimised_hydra,42,267,638,270,25,2.4660615830216557,-877.0355200000001,0.7445141065830722,0.6150125039719267,0.722018848122313,ok,,
Worms,cpu_optimised_hydra,42,181,77,900,5,0.7771660000144038,8.142847999999958,0.7402597402597403,0.720915833025422,0.729532764572793,ok,,
WormsTwoClass,cpu_optimised_hydra,42,181,77,900,2,0.8268851670145523,0.0,0.7662337662337663,0.7629958960328318,0.766953292945085,ok,,
Yoga,cpu_optimised_hydra,42,300,3000,426,2,5.324840708984993,-69.17324800000006,0.9326666666666666,0.9322754898963077,0.9326426470404167,ok,,
